id,category,subcategory,name,address,borough,zip,license_id,license_status,lat,lon,source,source_url
dcwp:1359563-DCA,tobacco,Tobacco Retail Dealer,"AHAVA MINI MARKET, INC.","1358 CONEY ISLAND AVE, BROOKLYN, NY, 11230",Brooklyn,11230,1359563-DCA,Active,40.624395,-73.965111,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1359571-DCA,tobacco,Tobacco Retail Dealer,JEFFERY & MICHELLE INC,"9055 CORONA AVE, ELMHURST, NY, 11373",Queens,11373,1359571-DCA,Active,40.742270753060446,-73.87396470690156,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1360477-DCA,tobacco,Tobacco Retail Dealer,"1379 HALSEY ST. , BROOKLYN NY 11237-6102","1379 HALSEY ST, BROOKLYN, NY, 11237",Brooklyn,11237,1360477-DCA,Active,40.69576067667931,-73.90537630422101,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1361073-DCA,tobacco,Tobacco Retail Dealer,1307 CORP.,"1307 CROSBY AVENUE, BRONX, NY, 10461",Bronx,10461,1361073-DCA,Active,40.83861345299869,-73.8290448374726,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1361321-DCA,tobacco,Tobacco Retail Dealer,"SUNRISE 28, INC.","11402 VAN WYCK EXPY, SOUTH OZONE PARK, NY, 11420",Queens,11420,1361321-DCA,Active,40.6825931040694,-73.80612793026772,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1361393-DCA,tobacco,Tobacco Retail Dealer,DELI & SMOKE SHOP,"439 5TH AVE, BROOKLYN, NY, 11215",Brooklyn,11215,1361393-DCA,Active,40.66934737029247,-73.98614677430808,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1361651-DCA,tobacco,Tobacco Retail Dealer,K C FOODMART INC,"13602 BOOTH MEMORIAL AVE, FLUSHING, NY, 11355",Queens,11355,1361651-DCA,Active,40.747246410643534,-73.82883899835286,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1362417-DCA,tobacco,Tobacco Retail Dealer,"SMITH-UNION MEAT MARKET, INC.","353 UNION ST, BROOKLYN, NY, 11231",Brooklyn,11231,1362417-DCA,Active,40.68175992960355,-73.99420601682293,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1362495-DCA,tobacco,Tobacco Retail Dealer,NADAL 3 DELI CONVENIENCE INC.,"888 GRAND CONCOURSE, BRONX, NY, 10451",Bronx,10451,1362495-DCA,Active,40.826613,-73.922751,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1362787-DCA,tobacco,Tobacco Retail Dealer,7TH AVE GOURMET INC.,"75 7TH AVE, BROOKLYN, NY, 11217",Brooklyn,11217,1362787-DCA,Active,40.67502169994791,-73.975070724191,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1363335-DCA,tobacco,Tobacco Retail Dealer,ADEN FOOD MARKET CORP.,"351 BEDFORD AVE, BROOKLYN, NY, 11211",Brooklyn,11211,1363335-DCA,Active,40.711798351969676,-73.96299485879477,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1363441-DCA,tobacco,Tobacco Retail Dealer,NY FAMOUS DELI,"1683 E 172ND ST, BRONX, NY, 10472",Bronx,10472,1363441-DCA,Active,40.83219710487499,-73.87201645941444,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1363657-DCA,tobacco,Tobacco Retail Dealer,ROYAL STAR 99¢ INC.,"13779 QUEENS BLVD, BRIARWOOD, NY, 11435",Queens,11435,1363657-DCA,Active,40.708925,-73.818759,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1363849-DCA,tobacco,Tobacco Retail Dealer,IDEAL CONVENIENCE STORE INC.,"1324 LEXINGTON AVENUE, NEW YORK, NY, 10128",Manhattan,10128,1363849-DCA,Active,40.78099592700663,-73.95449981675648,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1364475-DCA,tobacco,Tobacco Retail Dealer,203 PARKSIDE DELI GROCERY & LUNCHEONETTE CORP.,"203 PARKSIDE AVENUE, BROOKLYN, NY, 11226",Brooklyn,11226,1364475-DCA,Active,40.65524988263747,-73.96095751089625,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1365363-DCA,tobacco,Tobacco Retail Dealer,MEADOW TRADING INC.,"6146 188TH ST, FLUSHING, NY, 11365",Queens,11365,1365363-DCA,Active,40.739231801810334,-73.78618807781282,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1365657-DCA,tobacco,Tobacco Retail Dealer,"STEINWAY DELI MART, INC.","2079 STEINWAY STREET, ASTORIA, NY, 11105",Queens,11105,1365657-DCA,Active,40.77495077076486,-73.90348379696734,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1366155-DCA,tobacco,Tobacco Retail Dealer,"HUDSON GROUP (HG) RETAIL, LLC","2 PENN PLZ, NEW YORK, NY, 10121",Manhattan,10121,1366155-DCA,Active,40.75001645356507,-73.9913452349282,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1366675-DCA,tobacco,Tobacco Retail Dealer,B & V CONVENIENCE STORE INC.,"21101 JAMAICA AVE, QUEENS VLG, NY, 11428",Queens,11428,1366675-DCA,Active,40.71518169348817,-73.7492220058557,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1366801-DCA,tobacco,Tobacco Retail Dealer,"HUDSON GROUP (HG) RETAIL, LLC","2 PENN PLZ, NEW YORK, NY, 10121",Manhattan,10121,1366801-DCA,Active,40.75001645356507,-73.9913452349282,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1366967-DCA,tobacco,Tobacco Retail Dealer,SORIBEL FRUIT & GROCERY INC,"9742 CRESSKILL PL, JAMAICA, NY, 11435",Queens,11435,1366967-DCA,Active,40.695719312989795,-73.80982942083642,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1366969-DCA,tobacco,Tobacco Retail Dealer,902 NOSTRAND AVENUE CORP.,"902 NOSTRAND AVE, BROOKLYN, NY, 11225",Brooklyn,11225,1366969-DCA,Active,40.667317505894566,-73.95074918770207,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1366971-DCA,tobacco,Tobacco Retail Dealer,980 COLUMBUS FOOD CORP.,"980 COLUMBUS AVENUE, NEW YORK, NY, 10025",Manhattan,10025,1366971-DCA,Active,40.800801792945684,-73.96173900145499,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1367095-DCA,tobacco,Tobacco Retail Dealer,HUDSON NEWS,"1 PENN PLZ, NEW YORK, NY, 10119",Manhattan,10119,1367095-DCA,Active,40.751098,-73.992926,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1367755-DCA,tobacco,Tobacco Retail Dealer,HUDSON NEWS,"655 W 34TH ST, NEW YORK, NY, 10001",Manhattan,10001,1367755-DCA,Active,40.7565629358836,-74.00380803774378,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1368873-DCA,tobacco,Tobacco Retail Dealer,NEWS NEWSTAND LLC,"524 WEST   57 STREET, NEW YORK, NY, 10019",Manhattan,10019,1368873-DCA,Active,40.76974282418396,-73.9900718708196,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1368947-DCA,tobacco,Tobacco Retail Dealer,144 DELI GROCERY STORE CORP,"144 NAGLE AVE, NEW YORK, NY, 10040",Manhattan,10040,1368947-DCA,Active,40.86120093791846,-73.92585237109644,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1370145-DCA,tobacco,Tobacco Retail Dealer,PAULINO DELI GROCERY CORP.,"798 HUNTS POINT AVE, BRONX, NY, 10474",Bronx,10474,1370145-DCA,Active,40.81650833773481,-73.88787778509405,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1370291-DCA,tobacco,Tobacco Retail Dealer,JOE'S GOURMET HEALTH DELI INC.,"3161 BROADWAY, NEW YORK, NY, 10027",Manhattan,10027,1370291-DCA,Active,40.81462330881153,-73.9590793602148,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1370357-DCA,tobacco,Tobacco Retail Dealer,"SUNSHINE CONVENIENCE, INC.","2476 86TH ST, BROOKLYN, NY, 11214",Brooklyn,11214,1370357-DCA,Active,40.59821637392901,-73.98769553890969,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1370359-DCA,tobacco,Tobacco Retail Dealer,137 NEWSSTAND,"137 GREENPOINT AVE, BROOKLYN, NY, 11222",Brooklyn,11222,1370359-DCA,Active,40.73015238263202,-73.95481957170152,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1370609-DCA,tobacco,Tobacco Retail Dealer,GURUHARI NEWS STAND INC.,"57 WEST   16 STREET, NEW YORK, NY, 10011",Manhattan,10011,1370609-DCA,Active,40.738082470411754,-73.99441762991677,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1372483-DCA,tobacco,Tobacco Retail Dealer,ARENA DELI PLUS CORP,"77 4TH AVE, BROOKLYN, NY, 11217",Brooklyn,11217,1372483-DCA,Active,40.681944975680565,-73.97996437204992,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1372803-DCA,tobacco,Tobacco Retail Dealer,MARIANITA'S GROCERY CORP.,"10002 37 AVENUE, CORONA, NY, 11368",Queens,11368,1372803-DCA,Active,40.752547619569356,-73.86709841936681,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1373079-DCA,tobacco,Tobacco Retail Dealer,HUDSON STORE 1152 ( PORT AUTHORITY BUS TERM),"PORT AUTHORITY BUS STATION STORE 1117, 625 8TH AVE, NEW YORK, NY, 10018",Manhattan,10018,1373079-DCA,Active,40.7561920718278,-73.99056478174674,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1373087-DCA,tobacco,Tobacco Retail Dealer,HUDSON STORE 1152 ( PORT AUTHORITY BUS TERM),"PORT AUTHORITY BUS STATION STORE 1117, 625 8TH AVE, NEW YORK, NY, 10018",Manhattan,10018,1373087-DCA,Active,40.7561920718278,-73.99056478174674,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1373119-DCA,tobacco,Tobacco Retail Dealer,HUDSON STORE 1152 ( PORT AUTHORITY BUS TERM),"PORT AUTHORITY BUS STATION STORE 1117, 625 8TH AVE, NEW YORK, NY, 10018",Manhattan,10018,1373119-DCA,Active,40.7561920718278,-73.99056478174674,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1373125-DCA,tobacco,Tobacco Retail Dealer,HUDSON STORE 1152 ( PORT AUTHORITY BUS TERM),"PORT AUTHORITY BUS STATION STORE 1117, 625 8TH AVE, NEW YORK, NY, 10018",Manhattan,10018,1373125-DCA,Active,40.7561920718278,-73.99056478174674,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1373129-DCA,tobacco,Tobacco Retail Dealer,HUDSON STORE 1152 ( PORT AUTHORITY BUS TERM),"PORT AUTHORITY BUS STATION STORE 1117, 625 8TH AVE, NEW YORK, NY, 10018",Manhattan,10018,1373129-DCA,Active,40.7561920718278,-73.99056478174674,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1373255-DCA,tobacco,Tobacco Retail Dealer,HUDSON NEWS,"UPPER LEVEL - PORT AUTHORITY BUS STATION STORE 1120, 625 8 AVENUE, NEW YORK, NY, 10018",Manhattan,10018,1373255-DCA,Active,40.756192,-73.990565,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1373257-DCA,tobacco,Tobacco Retail Dealer,"HUDSON GROUP (HG) RETAIL, LLC","2 PENN PLZ, NEW YORK, NY, 10121",Manhattan,10121,1373257-DCA,Active,40.75001645356507,-73.9913452349282,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1373265-DCA,tobacco,Tobacco Retail Dealer,HUDSON NEWS,"UPPER LEVEL - PORT AUTHORITY BUS STATION STORE 1120, 625 8 AVENUE, NEW YORK, NY, 10018",Manhattan,10018,1373265-DCA,Active,40.756192,-73.990565,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1373267-DCA,tobacco,Tobacco Retail Dealer,HUDSON NEWS,"UPPER LEVEL - PORT AUTHORITY BUS STATION STORE 1120, 625 8 AVENUE, NEW YORK, NY, 10018",Manhattan,10018,1373267-DCA,Active,40.756192,-73.990565,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1373437-DCA,tobacco,Tobacco Retail Dealer,HUDSON NEWS,"87 EAST   42 STREET, NEW YORK, NY, 10013",Manhattan,10013,1373437-DCA,Active,40.752150039433566,-73.97773077093277,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1374205-DCA,tobacco,Tobacco Retail Dealer,14 BROTHERS DELI & GROCERY CORP.,"810 FAIRVIEW AVENUE, FLUSHING, NY, 11385",Queens,11385,1374205-DCA,Active,40.70443676379025,-73.90194844971089,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1374485-DCA,tobacco,Tobacco Retail Dealer,"PRAMUKH 71, INC.","10736 71ST AVE, FOREST HILLS, NY, 11375",Queens,11375,1374485-DCA,Active,40.72081720248688,-73.84436537436176,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1374861-DCA,tobacco,Tobacco Retail Dealer,"SG FOOD CENTER, CORP.","8821 169TH ST, JAMAICA, NY, 11432",Queens,11432,1374861-DCA,Active,40.70977276709326,-73.79247938191708,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1374873-DCA,tobacco,Tobacco Retail Dealer,HENG YUN GROCERY INC,"329 GRAND STREET, NEW YORK, NY, 10002",Manhattan,10002,1374873-DCA,Active,40.71709854347037,-73.99039716183842,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1375231-DCA,tobacco,Tobacco Retail Dealer,LYDIG DELI & GROCERY INC.,"750 LYDIG AVE, BRONX, NY, 10462",Bronx,10462,1375231-DCA,Active,40.85444942147047,-73.86561153904478,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1466158-DCA,tobacco,Tobacco Retail Dealer,"SIKDER, KAUSHIK","BOWERY, NEW YORK, NY, 10012",Manhattan,10012,1466158-DCA,Active,40.72564584869039,-73.99206275224037,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1375439-DCA,tobacco,Tobacco Retail Dealer,Fortune Prize Grocery Corp,"4903 8TH AVE, BROOKLYN, NY, 11220",Brooklyn,11220,1375439-DCA,Active,40.6415792086001,-74.00321053536906,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1375743-DCA,tobacco,Tobacco Retail Dealer,887 PIZZA & DELI CORP.,"887 MANHATTAN AVENUE, BROOKLYN, NY, 11222",Brooklyn,11222,1375743-DCA,Active,40.72991606555732,-73.9541414144704,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1376075-DCA,tobacco,Tobacco Retail Dealer,HUDSON NEWS,"UPPER LEVEL - PORT AUTHORITY BUS STATION STORE 1120, 625 8 AVENUE, NEW YORK, NY, 10018",Manhattan,10018,1376075-DCA,Active,40.756192,-73.990565,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1376105-DCA,tobacco,Tobacco Retail Dealer,NG MINI MARKET CORP.,"3106 81ST ST, EAST ELMHURST, NY, 11370",Queens,11370,1376105-DCA,Active,40.75883504354354,-73.88692085232213,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1376409-DCA,tobacco,Tobacco Retail Dealer,207 INC. I,"4930A BROADWAY, NEW YORK, NY, 10034",Manhattan,10034,1376409-DCA,Active,40.86753291298251,-73.921633207633,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1376537-DCA,tobacco,Tobacco Retail Dealer,ELIM DELI CAFE INC.,"851 LEXINGTON AVENUE, NEW YORK, NY, 10065",Manhattan,10065,1376537-DCA,Active,40.76562926667639,-73.96569050396343,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1376551-DCA,tobacco,Tobacco Retail Dealer,"AGAVE DELI GROCERY, CORP.","252 KINGS HWY, BROOKLYN, NY, 11223",Brooklyn,11223,1376551-DCA,Active,40.605305348303446,-73.9814639197988,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1376719-DCA,tobacco,Tobacco Retail Dealer,VILLAGE FRUIT INC.,"5801 4 AVENUE, BROOKLYN, NY, 11220",Brooklyn,11220,1376719-DCA,Active,40.6418990899154,-74.01731391301854,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1376775-DCA,tobacco,Tobacco Retail Dealer,COBBLE HILL DELI & CONVENIENCE CORP,"493 HENRY ST, BROOKLYN, NY, 11231",Brooklyn,11231,1376775-DCA,Active,40.68471070213586,-73.99912022747183,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1376925-DCA,tobacco,Tobacco Retail Dealer,NEW WEST END SUPERETTE,"271 WEST   72 STREET, NEW YORK, NY, 10023",Manhattan,10023,1376925-DCA,Active,40.7794584595792,-73.98362161275178,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1377061-DCA,tobacco,Tobacco Retail Dealer,MITUL QUICKSTOP INC.,"6008 MAIN ST, FLUSHING, NY, 11355",Queens,11355,1377061-DCA,Active,40.74306669476706,-73.82554408436714,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1377231-DCA,tobacco,Tobacco Retail Dealer,Nor-Pike Service Station,"14615 UNION TURNPIKE, FLUSHING, NY, 11367",Queens,11367,1377231-DCA,Active,40.718022237187945,-73.81592006894525,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1377487-DCA,tobacco,Tobacco Retail Dealer,VILLAGE GOURMET GROCERY INC.,"102 2ND AVE, NEW YORK, NY, 10003",Manhattan,10003,1377487-DCA,Active,40.727303390524604,-73.98859533442747,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1377745-DCA,tobacco,Tobacco Retail Dealer,63 SUPER MART INC.,"9507 63RD DR, REGO PARK, NY, 11374",Queens,11374,1377745-DCA,Active,40.729431717150895,-73.86277517386873,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1377827-DCA,tobacco,Tobacco Retail Dealer,ADEN GOURMET DELI CORP.,"244 ROEBLING STREET, BROOKLYN, NY, 11211",Brooklyn,11211,1377827-DCA,Active,40.71124279042052,-73.95966224317434,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1377891-DCA,tobacco,Tobacco Retail Dealer,7 ELEVEN STORE #39222A,"3417 NORTHERN BLVD, LONG ISLAND CITY, NY, 11101",Queens,11101,1377891-DCA,Active,40.752026552996675,-73.92988633979485,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1377963-DCA,tobacco,Tobacco Retail Dealer,EAST VILLAGE FINEST DELI CORP.,"240 EAST    4 STREET, NEW YORK, NY, 10009",Manhattan,10009,1377963-DCA,Active,40.72333098729904,-73.98266853909851,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1378213-DCA,tobacco,Tobacco Retail Dealer,1705 DELI GROCERY INC.,"1705 LEXINGTON AVENUE, NEW YORK, NY, 10029",Manhattan,10029,1378213-DCA,Active,40.7927643641579,-73.94588562200971,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1378253-DCA,tobacco,Tobacco Retail Dealer,"FIRST ON FIRST DELI, INC.","1756 1ST AVE, NEW YORK, NY, 10128",Manhattan,10128,1378253-DCA,Active,40.78015556277388,-73.94696827488103,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1378271-DCA,tobacco,Tobacco Retail Dealer,007 NEW CENTURY 99 & UP INC.,"141 AVENUE U, BROOKLYN, NY, 11223",Brooklyn,11223,1378271-DCA,Active,40.596345913564605,-73.9790394316436,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1378349-DCA,tobacco,Tobacco Retail Dealer,"DANISH ORGANIC, INC.","3412 30TH AVE, ASTORIA, NY, 11103",Queens,11103,1378349-DCA,Active,40.76567438198975,-73.91880368283188,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1378601-DCA,tobacco,Tobacco Retail Dealer,ABDOU KINGS DELI INC.,"2407 FREDERICK DOUGLASS BLVD, NEW YORK, NY, 10027",Manhattan,10027,1378601-DCA,Active,40.812652,-73.949366,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1378673-DCA,tobacco,Tobacco Retail Dealer,JJN CORPORATION,"1512 WASHINGTON AVE, BRONX, NY, 10457",Bronx,10457,1378673-DCA,Active,40.83795566833279,-73.9031502594309,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1378773-DCA,tobacco,Tobacco Retail Dealer,EXPRESS DELI CORP.,"283 RALPH AVE, BROOKLYN, NY, 11233",Brooklyn,11233,1378773-DCA,Active,40.67970258002822,-73.92210991454246,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1378883-DCA,tobacco,Tobacco Retail Dealer,PROGOTI GROCERY STORES INC,"477 MCDONALD AVE, BROOKLYN, NY, 11218",Brooklyn,11218,1378883-DCA,Active,40.64235417219184,-73.97934207271909,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1379557-DCA,tobacco,Tobacco Retail Dealer,J Y J DELI GROCERY CORP.,"968 E 165TH ST, BRONX, NY, 10459",Bronx,10459,1379557-DCA,Active,40.823941874540054,-73.89458214673851,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1379771-DCA,tobacco,Tobacco Retail Dealer,NOBLE DELI GROCERY CORP.,"1721 E 172ND ST, BRONX, NY, 10472",Bronx,10472,1379771-DCA,Active,40.83243664854113,-73.87023447680625,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1380016-DCA,tobacco,Tobacco Retail Dealer,4135 A AND M CANDY STORE INC.,"4135 LACONIA AVENUE, BRONX, NY, 10466",Bronx,10466,1380016-DCA,Active,40.887993744168945,-73.84688540183625,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1380112-DCA,tobacco,Tobacco Retail Dealer,L.A. 2570 GROCERY CORP,"2570 AC POWELL BLVD, NEW YORK, NY, 10039",Manhattan,10039,1380112-DCA,Active,40.823904473061404,-73.93744161639474,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1380132-DCA,tobacco,Tobacco Retail Dealer,GREAT JADE DELI & GROCERY INC,"14602 34TH AVE, FLUSHING, NY, 11354",Queens,11354,1380132-DCA,Active,40.76723548729706,-73.82099703065187,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1380176-DCA,tobacco,Tobacco Retail Dealer,4 WAY DELI CORP.,"199 PORT RICHMOND AVE, STATEN ISLAND, NY, 10302",Staten Island,10302,1380176-DCA,Active,40.636418,-74.134486,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1380318-DCA,tobacco,Tobacco Retail Dealer,NOR-MARATHON SERVICE STATION INC.,"24870 HORACE HARDING EXPY, LITTLE NECK, NY, 11362",Queens,11362,1380318-DCA,Active,40.760239113988206,-73.7318844892099,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1380442-DCA,tobacco,Tobacco Retail Dealer,"LAHORE SERVICE STATION, INC.","3602 SNYDER AVE, BROOKLYN, NY, 11203",Brooklyn,11203,1380442-DCA,Active,40.64927821069638,-73.94348300797778,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1381182-DCA,tobacco,Tobacco Retail Dealer,MY DELI FOOD MARKET INC,"109 PARK AVE, BROOKLYN, NY, 11205",Brooklyn,11205,1381182-DCA,Active,40.69630470531942,-73.97529356636836,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1381250-DCA,tobacco,Tobacco Retail Dealer,HANNA NATURAL & HEALTH,"24 WYCKOFF AVE, BROOKLYN, NY, 11237",Brooklyn,11237,1381250-DCA,Active,40.70636556699612,-73.92254403726173,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1381610-DCA,tobacco,Tobacco Retail Dealer,L.E.S. MINIMART CORP.,"127 RIVINGTON STREET, NEW YORK, NY, 10002",Manhattan,10002,1381610-DCA,Active,40.7196563242727,-73.98698408346641,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1381844-DCA,tobacco,Tobacco Retail Dealer,DELI FOOD CENTER CORP.,"79 EAST   18 STREET, BROOKLYN, NY, 11226",Brooklyn,11226,1381844-DCA,Active,40.64922027798268,-73.96302235997081,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
dcwp:1381976-DCA,tobacco,Tobacco Retail Dealer,"1296 RIVERA GROCERY, INC.","1296 WALTON AVENUE, BRONX, NY, 10452",Bronx,10452,1381976-DCA,Active,40.83740974570525,-73.91763557594734,NYC Department of Consumer and Worker Protection,https://data.cityofnewyork.us/d/w7w3-xahh
